-900000000,1771882380
-900000000,1293757490
-891154290,1237501070
-877697750,1653442410
-871875000,1589069750
-871875000,1237507350
-843750000,1350007780
-843750000,1153132660
-843750000,1040632590
-843750000,1012507800
-843750000,1012507340
-824414060,1082922390
-815625000,1575007660
-805627440,1579614290
-805517580,1579284700
-805517580,1578845240
-804473020,1373773550
-787500000,1237507380
-787500000,1181257510
-787500000,1096882780
-787499970,1096882780
-778591613,1666901550
-778591613,1666898345
-778591384,1666911621
-778591003,1666920013
-778590774,1666890106
-778590774,1666889190
-778590545,1666885986
-778590164,1666884307
-778589935,1666925048
-778588409,1666926422
-778588409,1666878509
-778587951,1666925964
-778587570,1666927185
-778587341,1666873016
-778586044,1666930694
-778585662,1666931304
-778585434,1666869506
-778584976,1666934814
-778584365,1666935882
-778584365,1666868286
-778583450,1666866455
-778582840,1666937255
-778582840,1666862793
-778582382,1666938018
-778582382,1666861724
-778582153,1666860504
-778582153,1666859588
-778582153,1666859588
-778582000,1666859893
-778582000,1666859588
-778581771,1666939086
-778581771,1666859283
-778581085,1666857147
-778580932,1666941375
-778580474,1666940612
-778579864,1666853637
-778579406,1666936492
-778579406,1666849517
-778579177,1666932983
-778578567,1666849517
-778578338,1666849823
-778577880,1666929779
-778577880,1666849060
-778577499,1666929016
-778576812,1666929779
-778576431,1666847381
-778574905,1666931457
-778574905,1666843566
-778574218,1666931457
-778573837,1666840972
-778572769,1666930847
-778572769,1666930084
-778572311,1666928710
-778572082,1666838836
-778571701,1666927948
-778571243,1666836700
-778571014,1666927032
-778570632,1666834106
-778570404,1666832885
-778570175,1666928253
-778570175,1666928100
-778569335,1666830291
-778568649,1666828918
-778568420,1666931915
-778568420,1666827240
-778568267,1666936645
-778568038,1666827240
-778567810,1666938781
-778567352,1666825714
-778566970,1666941986
-778566284,1666942443
-778565902,1666822509
-778565444,1666820526
-778565216,1666943359
-778565063,1666942901
-778565063,1666819763
-778564147,1666942901
-778563919,1666817169
-778563537,1666943969
-778562698,1666814422
-778562011,1666944885
-778561782,1666812439
-778561172,1666811523
-778560943,1666810913
-778560485,1666946411
-778560104,1666808166
-778559417,1666948547
-778558807,1666948089
-778558578,1666804657
-778558349,1666948852
-778557739,1666802978
-778557510,1666952819
-778557510,1666951446
-778556442,1666953887
-778556213,1666800231
-778555984,1666955566
-778555831,1666956787
-778554534,1666957550
-778554306,1666961212
-778554077,1666799163
-778553848,1666963043
-778553237,1666963043
-778552551,1666799774
-778551940,1666963958
-778550872,1666963043
-778550643,1666801452
-778550186,1666965942
-778550186,1666965484
-778550033,1666801452
-778549804,1666966552
-778549118,1666964416
-778548736,1666801910
-778548049,1666960296
-778547668,1666961822
-778547668,1666960296
-778547439,1666802215
-778547210,1666802368
-778546752,1666969757
-778546752,1666801757
-778546142,1666977233
-778545684,1666979980
-778545684,1666801910
-778545532,1666802215
-778544845,1666985168
-778544845,1666802368
-778543167,1666801757
-778542938,1666801452
-778542709,1666990051
-778542480,1666803894
-778542480,1666802978
-778542251,1666805419
-778542251,1666804351
-778542251,1666804046
-778542251,1666801757
-778541641,1666802520
-778541412,1666991424
-778541183,1666993103
-778539733,1666802368
-778539276,1666996307
-778538818,1666802520
-778537750,1666800689
-778537597,1667000579
-778537139,1666799926
-778536453,1666799774
-778536071,1667004699
-778536071,1666798706
-778535614,1666798248
-778535385,1667007446
-778534317,1666797180
-778533935,1667014617
-778533477,1667076568
-778532867,1667082366
-778532867,1667020416
-778532867,1666796569
-778532638,1667075347
-778532409,1667086486
-778532409,1667023010
-778532409,1666796569
-778532180,1667095031
-778532180,1667094116
-778531951,1667088317
-778531951,1667072906
-778531799,1667090606
-778531799,1667072448
-778531570,1667097015
-778531570,1667073364
-778531570,1667025756
-778531570,1667024688
-778531341,1667026367
-778531341,1666794128
-778530731,1667051544
-778530731,1667046356
-778530502,1667068023
-778530502,1667059783
-778530502,1667057952
-778530502,1667057495
-778530502,1667044220
-778530273,1667042083
-778530273,1666790161
-778530044,1667097473
-778530044,1667065582
-778530044,1667033081
-778529815,1667040252
-778529586,1667097015
-778529586,1667038116
-778529205,1666788024
-778528137,1667092437
-778527679,1667090606
-778527450,1666785430
-778527069,1667088623
-778526840,1667087554
-778526840,1667085876
-778526382,1667083740
-778526153,1666780090
-778526001,1666777648
-778525772,1667079772
-778525314,1667074432
-778525314,1666774749
-778525085,1667071838
-778524704,1667068786
-778524475,1666772460
-778523635,1667062835
-778523178,1666768493
-778522567,1666743927
-778522567,1666742095
-778522338,1667057647
-778522338,1666750488
-778522338,1666746215
-778522338,1666735992
-778521881,1666762390
-778521652,1666755981
-778521652,1666755371
-778521652,1666737060
-778521499,1666943359
-778521499,1666943054
-778521499,1666751861
-778521270,1667052307
-778521270,1666943969
-778521270,1666942749
-778521270,1666731262
-778521041,1666943359
-778521041,1666942443
-778520813,1667051696
-778520813,1666943054
-778520813,1666942749
-778520813,1666942443
-778520813,1666812439
-778520813,1666809692
-778520813,1666731109
-778520813,1666730957
-778520813,1666730499
-778520355,1666946106
-778520355,1666941986
-778520355,1666941223
-778520355,1666822052
-778520355,1666821289
-778520355,1666730957
-778520202,1666940918
-778520202,1666822814
-778520202,1666759643
-778519973,1667051849
-778519973,1666941375
-778519973,1666808776
-778519744,1667052154
-778519744,1666940918
-778519744,1666808319
-778519516,1667052764
-778519516,1666941680
-778519287,1666940765
-778519134,1666939697
-778519134,1666767120
-778518905,1666824188
-778518905,1666807556
-778518676,1666938476
-778518447,1666940307
-778518447,1666938018
-778518447,1666936492
-778518219,1666804657
-778518066,1667054443
-778518066,1666775054
-778517837,1666935882
-778517837,1666935577
-778517837,1666935424
-778517608,1667054290
-778517379,1666934967
-778517379,1666934051
-778517379,1666933746
-778517379,1666932983
-778517379,1666801300
-778517150,1667053833
-778517150,1666933288
-778517150,1666822967
-778517150,1666782836
-778516998,1666934356
-778516998,1666933898
-778516998,1666800384
-778516769,1666932983
-778516769,1666931304
-778516769,1666925354
-778516769,1666789245
-778516769,1666786193
-778516769,1666784973
-778516540,1666932678
-778516540,1666929016
-778516540,1666925354
-778516540,1666923370
-778516540,1666922302
-778516540,1666823120
-778516540,1666791687
-778516311,1667054290
-778516311,1666921386
-778516311,1666793518
-778516082,1666919250
-778515853,1666920318
-778515853,1666916961
-778515701,1666917419
-778515472,1666914978
-778515243,1666915435
-778515243,1666913909
-778515014,1666912689
-778514785,1666823577
-778514404,1667053680
-778514404,1666912384
-778514404,1666912231
-778514175,1666910247
-778514175,1666822509
-778513946,1666909484
-778513946,1666908416
-778513946,1666822052
-778513717,1666907348
-778513717,1666905822
-778513488,1666821441
-778513336,1666906585
-778513107,1666904754
-778513107,1666816711
-778513107,1666814575
-778513107,1666811523
-778513107,1666803588
-778512878,1666904907
-778512878,1666809692
-778512878,1666809387
-778512649,1666902160
-778512420,1666902618
-778512420,1666799163
-778512268,1667053375
-778512268,1666899566
-778512268,1666897888
-778512268,1666896972
-778512268,1666896972
-778512039,1666892089
-778512039,1666795501
-778511810,1666894683
-778511810,1666893768
-778511810,1666893158
-778511810,1666790618
-778511581,1666893310
-778511581,1666893158
-778511352,1666891784
-778511352,1666891479
-778511200,1666891479
-778510971,1666891021
-778510971,1666888885
-778510971,1666783905
-778510742,1666783294
-778510513,1666782836
-778510284,1667056579
-778510284,1666889953
-778510284,1666886749
-778509903,1666884613
-778509674,1666887817
-778509445,1667059173
-778509445,1666884155
-778509445,1666883697
-778509216,1666782836
-778508987,1666885833
-778508834,1666884307
-778508606,1666885376
-778508377,1666885986
-778508148,1666886444
-778507766,1666885833
-778507537,1667062225
-778507537,1666885986
-778507537,1666785125
-778507080,1666884155
